Period Date,Indus at Tarbela Levels(feet),Indus at Tarbela Inflow,Indus at Tarbela Outflow,Kabul Inflow at Nowshera,Jehlum at Mangla Levels(feet),Jehlum at Mangla Inflow,Jehlum at Mangla Outflow,Chenab Inflow at Marala,System Inflows Current Year,System Inflows Last Year,System Inflows This Decade
2/24/2020,1448.96,20.7,43,10.9,1173.3,15.6,40,10.5,57.7,87.8,67.1
2/25/2020,1447.67,23.2,40,10.8,1172.35,15.6,40,10.7,60.3,71.3,64
2/26/2020,1446.37,23.1,40,9.9,1171.4,15.6,40,10.6,59.2,73.6,73.4
2/27/2020,1444.99,22,40,8.7,1170.4,14.3,40,11.2,56.2,68.3,69.8
2/28/2020,1443.65,22.6,40,8.3,1169.6,16,35.7,15.1,62,66.5,69.3
2/29/2020,1442.57,24,38,9.3,1169,21.6,35.7,12.2,67.1,0,47.5
3/1/2020,1441.58,25.1,38,10.8,1168.95,34.5,35.7,15.4,85.8,64.9,69.8
3/2/2020,1440.46,23.4,38,11.4,1168.6,27.5,35.7,16.4,78.7,65.9,66.7
3/3/2020,1439,22.8,38,14.8,1168,21.6,35.7,11.5,70.7,67.5,78.7
3/4/2020,1438.13,22.3,35,15.4,1167.35,20.4,35.7,16.4,74.5,76.4,77.1
3/5/2020,1437.79,21,25,12.7,1166.7,20.4,35.7,13.5,67.6,71.9,73.8
3/6/2020,1438.12,18.9,15,17.1,1166.3,23.6,33,13.5,73.1,69.8,74
3/7/2020,1438.74,20.7,13,21.7,1166.3,25,25,24.1,91.5,67.1,70
3/8/2020,1440.29,28.9,10,25.7,1167.25,37.3,15,25.5,117.4,65.9,67.1
3/9/2020,1441.98,29,8,28.3,1168.8,51.5,15,28.4,137.2,64.8,67.9
3/10/2020,1443.26,20.9,5,24.6,1169.85,32.6,8,13.9,92,60.6,67.5
3/11/2020,1444.31,18.1,5,17.5,1170.8,30.1,6,16.8,82.5,59.8,72
3/12/2020,1445.32,17.6,5,15.2,1171.7,29.2,6,13.9,75.9,63.7,86.2
3/13/2020,1446.23,16.3,5,15.7,1172.8,34.3,6,49.2,115.5,82.6,84.7
3/14/2020,1447.16,16.6,5,17.4,1173.45,31.7,15,21.4,87.1,74.4,86.1
3/15/2020,1448.03,15.8,5,16.5,1173.75,27.7,20,28.4,88.4,70.7,81.7
3/16/2020,1448.85,15.9,5,12.7,1173.95,25.1,20,24.9,78.6,67.6,84.9
3/17/2020,1449.67,15.2,5,12.5,1174.15,25.1,20,21.9,74.7,64,90.7
3/18/2020,1450.48,19,5,13,1174.3,23.9,20,17.9,73.8,62.2,89.5
3/19/2020,1451.28,21.6,5,12.8,1174.55,26.4,20,20.8,81.6,65,100.3
3/20/2020,1452.02,20.5,5,13.2,1174.6,26.3,25,14,74,69.5,96.6
3/21/2020,1452.79,20.9,5,13,1174.55,23.7,25,17,74.6,86.7,96.6
3/22/2020,1453.56,20.7,5,12.1,1174.65,27.6,25,17,77.4,84.7,91.5
3/23/2020,1454.47,23.6,5,15.8,1174.75,27.6,25,17.5,84.5,77.9,87
3/24/2020,1455.35,22.9,5,19.1,1174.85,27.6,25,25.3,94.9,76.9,96.3
3/25/2020,1456.38,26,5,20.9,1175.2,34,25,18.4,99.3,72.2,111.2
3/26/2020,1457.63,30.4,5,26.1,1175.7,37.9,25,18.3,112.7,72.8,113.2
3/27/2020,1458.69,26.6,5,34.6,1176,32.7,25,18.3,112.2,75.7,131.2
3/28/2020,1459.98,31.2,5,36.4,1179,92.2,15,89.3,249.1,80.3,103.2
3/29/2020,1461.61,39.3,5,33,1181.7,84.1,10.8,66.6,223,79.6,102.6
3/30/2020,1462.9,32.2,5,33.4,1183.45,59,10,40.1,164.7,97.5,127.7
3/31/2020,1463.91,26.3,5,32.9,1184.75,46.4,10,36.3,141.9,125,121
4/1/2020,1465.28,33.9,5,32.9,1186.25,47,5,26.7,140.5,124.8,115.3
4/2/2020,1466.82,37.4,5,29.2,1188.3,62.4,5,30.6,159.6,109.2,119.6
4/3/2020,1468.2,34.1,5,27.7,1190.05,54.1,5,30.6,146.5,110.6,132
4/4/2020,1469.35,29.3,5,30.2,1191.65,53.4,5,27.7,140.6,119.5,157.5
4/5/2020,1470.35,26.3,5,28.8,1193,45.8,5,25,125.9,118.8,146.7
4/6/2020,1471.31,25.8,5,24.7,1193.55,41.6,25,22.1,114.2,137,136.3
4/7/2020,1472.19,24.3,5,24.2,1194.15,43.2,25,19.2,110.9,147.8,146.3
4/8/2020,1473.09,24.7,5,23.5,1194.4,38.8,31.3,22.4,109.4,156.2,136
4/9/2020,1473.89,22.6,5,25.9,1194.5,38,35,22.4,108.9,162,126
4/10/2020,1473.77,22.8,25,25.9,1194.6,38,35,19.4,106.1,156.4,123.2
4/11/2020,1473.75,25,25,27.2,1194.7,38,35,19.5,109.7,174.1,127.1
4/12/2020,1473.73,25,25,26.2,1194.8,38,35,22.7,111.9,185.3,132.3
4/13/2020,1473.93,24.7,20,26.3,1195,41.1,35,19.5,111.6,176.9,133
4/14/2020,1474.17,25.7,20,26.8,1195.2,41.1,35,22.7,116.3,181.2,132.5
4/15/2020,1474.17,30.5,30,38.6,1195.6,44.1,32,22.7,135.9,190,130.6
4/16/2020,1475.4,46.9,20,107.3,1196.1,47.1,32,29,230.3,170.2,130.7
4/17/2020,1476.43,35.6,13,110.9,1196.9,56.2,32,30.8,233.5,178.2,139.7
4/18/2020,1477.38,35.8,15,75.3,1197.6,51.2,30,29.1,191.4,263.1,163.5
4/19/2020,1478.1,35.4,19.5,62.4,1198.6,60.2,30,33.7,191.7,238.9,166.7
4/20/2020,1478.66,32.4,20,55.8,1199.7,63.3,30,31.4,182.9,203.9,162.4
4/21/2020,1479.4,31.3,15,53,1200.35,53.3,32.6,26.1,163.7,182.7,163.5
4/22/2020,1479.99,28.1,15,47.3,1200.8,49.9,35,23.1,148.4,188.5,169.2
4/23/2020,1480,30,29.4,43.5,1201.05,43.3,35,21.5,138.3,190.3,165.9
4/24/2020,1479.42,28,40,41.2,1201.45,48.2,35,20,137.4,203.8,158
4/25/2020,1478.91,29.6,40,39.5,1201.8,51.6,40,23,143.7,221.6,157.4
4/26/2020,1478.52,32.2,40,38,1202.15,51.6,40,23,144.8,229.2,156.4
4/27/2020,1478.48,32.7,33,37.7,1202.7,53.7,35.5,29.8,153.9,232.6,162.8
4/28/2020,1478.83,38.1,30,42.9,1203.65,59.4,28,26.7,167.1,209.5,163.1
4/29/2020,1479.27,40.1,30,49,1204.5,56.1,28,25.4,170.6,196.3,161.2
4/30/2020,1479.77,41.3,30,57.1,1205.3,54.4,28,31.3,184.1,191,163.4
5/1/2020,1480,47.4,41.9,56.5,1206.25,59.4,28,25.4,188.7,181,164.3
5/2/2020,1480,50.5,49.9,53.7,1207.2,59.4,28,28.6,192.2,178.1,163
5/3/2020,1479.78,55.9,60,54.3,1208.2,61,28,28.7,199.9,172.4,160.5
5/4/2020,1479.8,61,60,52.7,1209.75,79.2,28,28.7,221.6,161.5,164.9
5/5/2020,1479.05,59.5,75,56.3,1210.9,67.2,28,31.8,214.8,142,167.7
5/6/2020,1478.02,53.5,75,52.8,1211.75,59.9,30,18.7,184.9,136.7,171.5
5/7/2020,1476.79,49.1,75,50.9,1212.2,55.8,40,28.7,184.5,135.9,176.8
5/8/2020,1475.37,45.1,75,54.7,1212.6,54.1,40,31.8,185.7,139.8,182.3
5/9/2020,1473.67,44.1,80,57.7,1212.8,55.5,48.5,28.7,186,145.4,190
5/10/2020,1471.45,44.9,92,54.3,1212.8,55,55,28.9,183.1,154.5,192.9
5/11/2020,1469.3,46.9,92,54.3,1212.9,58.5,55,28.9,188.6,164,198.6
5/12/2020,1467.31,51.2,92,53,1213,58.5,55,28.9,191.6,162.4,204.8
5/13/2020,1465.27,53.1,95,54.5,1213.1,58.5,55,28.9,195,165.8,220.2
5/14/2020,1463.39,56.5,95,50.9,1213.2,58.5,55,31.9,197.8,170.5,223.8
5/15/2020,1462.65,70.3,85,63.6,1214,78.1,50,26.9,238.9,176.9,210.4
5/16/2020,1462.44,71.4,75,80.5,1215.1,88.6,50,34.1,274.6,186.4,206.8
5/17/2020,1461.81,62.6,75,61,1215.6,67.6,50,34.1,225.3,197.3,207.4
5/18/2020,1460.9,56.8,75,53.5,1215.9,60.5,50,30.5,201.3,200,221.2
5/19/2020,1459.35,53.8,85,51.2,1216.25,57.3,45,30.5,192.8,211.8,238.3
5/20/2020,1457.7,52.5,85,42.1,1216.5,53.8,45,30.5,178.9,190,242.9
5/21/2020,1455.25,49.8,98.4,39.7,1216.1,50.9,65,23.4,163.8,187.1,241.9
5/22/2020,1452.02,45.7,110,39.3,1215.25,50.1,80,23.4,158.5,188,238.5
5/23/2020,1448.67,59.8,116.3,43.1,1214.65,58.9,80,31.8,193.6,185.8,235.6
5/24/2020,1445.96,77,110,47.5,1214.3,57.7,70,31.8,214,203,237.5
5/25/2020,1443.46,79.6,110,53.6,1213.8,52.4,70,31.9,217.5,220,239.1
5/26/2020,1442.09,81.5,97.9,60.5,1213.4,55.9,70,33.9,231.8,248.8,243
5/27/2020,1441.85,87.7,90,63.4,1213.2,63,70,35,249.1,213.2,242.1
5/28/2020,1442.33,96.7,90,67.2,1212.95,61.2,70,39.3,264.4,202.2,248.3
5/29/2020,1443.35,103.4,90,66.6,1212.6,57.7,70,39.6,267.3,187.1,241.3
5/30/2020,1444.25,108.4,96.5,67.7,1212.3,59.5,70,36.8,272.4,184.1,240.8
5/31/2020,1445.15,111.9,100,72.3,1211.95,57.7,70,34,275.9,201.6,248
6/1/2020,1445.36,108.3,105,70.9,1211.6,57.7,70,34.8,271.7,224.4,256.7
6/2/2020,1445.21,103.8,105,71.7,1211.25,57.7,70,39,272.2,249.7,263.1
6/3/2020,1444.79,100.5,105,71.9,1210.8,54.2,70,33.8,260.4,269.5,266.2
6/4/2020,1444.28,99.3,105,69.3,1210.3,52.4,70,35.6,256.6,288.4,273.8
6/5/2020,1443.36,99.1,110,63.8,1209.6,51.3,75,34.6,248.8,289.4,283.4
6/6/2020,1442.18,100.9,115,63.7,1208.7,50.3,80,36.9,251.8,273.1,294
6/7/2020,1441.43,106.4,115,62.7,1208.1,60.2,80,41.2,270.5,246.1,296.6
6/8/2020,1441.6,122.8,120,71.6,1207.65,60.1,75,41.7,296.2,222.8,298.1
6/9/2020,1442.9,126.9,110,71.8,1207.9,58.3,50,42.2,299.2,228.8,302
6/10/2020,1445.1,133.1,105,75.4,1208.25,61.6,50,46.1,316.2,235.8,306.1
&nbsp;,0,0,0,0,0,0,0,0,0,0,0
LEVELS (FEET),0,0,0,0,0,0,0,10,0,0,0
PERIOD 2019-20,3,2,3,2,3,0,0,10,0,0,0
"RIVER FLOWS AND LEVELS
  (ALL FIGURES IN 1000 x CUSECS)  ",3,2,3,2,3,0,0,10,0,0,0
