Period Date,Indus at Tarbela Levels(feet),Indus at Tarbela Inflow,Indus at Tarbela Outflow,Kabul Inflow at Nowshera,Jehlum at Mangla Levels(feet),Jehlum at Mangla Inflow,Jehlum at Mangla Outflow,Chenab Inflow at Marala,System Inflows Current Year,System Inflows Last Year,System Inflows This Decade
5/7/2019,1420.55,35.2,65,35.5,1167.3,41.5,45,23.7,135.9,105.7,185.2
5/8/2019,1417.55,36.1,70,38.1,1166.1,41.8,70,23.8,139.8,117.6,187.6
5/9/2019,1414.6,36.9,70,41,1164.95,42.9,70,24.6,145.4,124,193.2
5/10/2019,1411.69,37.3,70,47.1,1163.9,45.3,70,24.8,154.5,110.4,194.6
5/11/2019,1409.95,40.7,60,49.5,1162.85,45.3,70,28.5,164,103.1,199
5/12/2019,1408.44,44,60,46.2,1161.7,42.9,70,29.3,162.4,110.8,205.6
5/13/2019,1407.5,45.3,55,47.7,1160.55,42.9,70,29.9,165.8,139.6,220.3
5/14/2019,1406.88,48.9,55,47,1159.4,44.3,70,30.3,170.5,164.7,223.5
5/15/2019,1406.68,48.6,50,52.5,1158.25,45.5,70,30.3,176.9,163.9,210.2
5/16/2019,1406.85,52.7,50,57.9,1157.1,45.5,70,30.3,186.4,147.2,207
5/17/2019,1407.5,57.8,50,64.7,1155.9,44.5,70,30.3,197.3,133.2,208
5/18/2019,1407.42,59.7,60,66.3,1155.65,46.7,52,27.3,200,137,221.8
5/19/2019,1407.62,62.8,60,65.5,1155.55,49.8,52,33.6,211.7,134.3,239.2
5/20/2019,1407.36,57.7,60,55.3,1155.3,46.7,52,30.3,190,136.9,248.6
5/21/2019,1406.16,57.2,70,51.5,1155.1,47.7,52,30.7,187.1,132.3,250.3
5/22/2019,1404.87,56.3,70,47.6,1155,49.9,52,34.2,188,124.1,248.7
5/23/2019,1403.82,59,70,45.5,1154.15,46.9,65,34.4,185.8,122.8,245
5/24/2019,1403.54,67.6,70,50.2,1153.45,50.1,65,35.1,203,117.2,244
5/25/2019,1403.49,75.1,75,57,1152.85,52.2,65,35.7,220,109.9,244.7
5/26/2019,1403.92,75.5,70,76,1152.3,53.3,65,44,248.8,108.5,245
5/27/2019,1405.19,69.9,55,61.6,1151.75,48.3,60,33.4,213.2,112.9,246.2
5/28/2019,1406.74,68,50,57,1151.15,47.2,60,30,202.2,123.6,252.4
5/29/2019,1407.96,64.3,50,46.1,1150.5,46.2,60,30.5,187.1,129.1,248.8
5/30/2019,1407.57,64.8,68.4,39.4,1150,49.4,60,30.5,184.1,141.3,250.2
5/31/2019,1407.15,71,75,46.4,1149.45,49.6,60,34.6,201.6,156.8,257.8
6/1/2019,1406.81,76.9,80,53.6,1150.05,51.4,40,42.5,224.4,157.6,265.1
6/2/2019,1408.02,94.3,80,60.6,1151.15,52.3,30,42.5,249.7,196.4,271.5
6/3/2019,1409.21,100.7,80,69.9,1152.4,52.6,25,46.3,269.5,207.8,273.2
6/4/2019,1409.85,110.6,103.2,74.6,1153.9,56.9,25,46.3,288.4,240,280.1
6/5/2019,1411.28,112.4,95,72.3,1155.3,58.4,30,46.3,289.4,281.4,290
6/6/2019,1412,104,95,67.3,1156.5,55.5,30,46.3,273.1,319.6,301.9
6/7/2019,1411.27,92.3,100,59.9,1157.5,51.3,30,42.6,246.1,342.4,306.6
6/8/2019,1408.72,81.8,110,53.6,1157.9,48.5,40,38.9,222.8,356.3,304.7
6/9/2019,1406.1,81.5,110,57,1158.2,46.4,40,43.9,228.8,364.5,304.3
6/10/2019,1403.38,75.4,105,69.3,1158.3,47.1,45,44,235.8,378.4,304.8
6/11/2019,1402.5,91,100,70,1158.5,49.3,45,51.7,262,360.6,312.5
6/12/2019,1402.88,105,100,78.5,1158.9,53.5,45,55.6,292.6,346.5,317.6
6/13/2019,1404.34,117.1,100,82.4,1160.3,75.4,45,59.5,334.4,323.5,321.8
6/14/2019,1403.15,102.5,115,67.4,1161.6,75.6,45,52.1,297.6,308.6,319.9
6/15/2019,1400.5,86.3,115,56.1,1161.65,61.9,60.7,45.2,249.5,323,329.9
6/16/2019,1397.27,93.7,110.9,56.3,1160.6,60.3,85,41.4,251.7,318.7,339.4
6/17/2019,1393.9,91.5,106,58,1159.3,56,85,45.2,250.7,322,338.5
6/18/2019,1393.26,100.2,98.7,55.1,1157.1,58.2,105,45.4,258.9,307.8,332.7
6/19/2019,1392.4,101,107.7,60.9,1154.9,58.2,105,45.5,265.6,277.8,325.8
6/20/2019,1394.9,114.6,102.8,62.6,1152.4,51.8,105,45.6,274.6,280.5,327.3
6/21/2019,1396.9,114.8,105.2,66.6,1150.05,55,105,45.7,282.1,261.2,332
6/22/2019,1398.87,119.4,110,73,1147.4,54.9,105,42,289.3,247.8,342.9
6/23/2019,1400.5,116.3,105,76,1144.65,51.2,105,42,285.5,256.2,349.4
6/24/2019,1403.35,132.5,100,76.7,1141.65,50.3,105,42,301.5,241.7,351.6
6/25/2019,1405.22,136.7,115,75.4,1139.05,58,105,49.6,319.7,233.2,360.4
6/29/2019,1404.52,114.9,120,68.4,1135.25,53.3,50,49.6,286.2,230.7,375.3
6/30/2019,1404.19,117.3,120,70.1,1135.7,52.5,45,53.4,293.3,271.6,382.3
7/1/2019,1405.04,130.1,120,70,1136.6,55.1,40,53.4,308.6,258.1,383.4
7/2/2019,1406.93,146.9,125,66.3,1137.5,55.1,40,57.3,325.6,258.8,373.8
7/3/2019,1408.31,146.2,130,63.5,1138.15,50.9,40,53.6,314.2,281.9,366.9
7/4/2019,1410.18,156.2,134.5,71.2,1138.95,53.4,40,64.9,345.7,309.6,377.9
7/5/2019,1412.45,190.5,163.6,81.4,1140.65,59.8,30,83.7,415.4,321.8,382.2
7/6/2019,1417,217.3,164.2,86.1,1142.8,65.6,25,77.2,446.2,319.3,378.2
7/7/2019,1421.51,219.9,166.7,95.3,1145.1,63.4,20,77.5,456.1,272.8,370.8
7/8/2019,1426.27,225.1,167.8,96.5,1147,55.9,20,74.1,451.6,248.5,367.7
7/9/2019,1431.35,231.8,170,95,1149.4,65.3,20,85.7,477.8,254.5,370.6
7/10/2019,1437.95,254.7,172.5,97.6,1152,68.9,15,97.3,518.5,264.6,383.2
7/11/2019,1446.36,268.7,160,99,1154.7,69.4,12,86.3,523.4,302,396.9
7/12/2019,1453.94,288.1,160,98.3,1157.05,62,12,90.7,539.1,326.5,395.2
7/13/2019,1460.78,300,160,94.8,1159.3,59.8,12,87,541.6,337.8,404.7
7/14/2019,1467.42,299.7,160,92.2,1161.5,62.2,12,83.2,537.3,403.9,411.1
7/15/2019,1473.4,287.8,160,98.4,1163.5,59,12,79.1,524.3,384.7,405.3
7/16/2019,1478.75,275.7,160,100,1165.6,61.4,12,84.1,521.2,386.7,406
7/17/2019,1483.39,263.4,160,96.3,1167.45,55.5,12,80.3,495.5,403.2,433.6
7/18/2019,1486.9,249.4,170,86.9,1169,48.5,12,69.6,454.4,416.9,442.4
7/19/2019,1490.17,244.1,170,85.4,1170.75,54.8,12,80.6,464.9,406,438.7
7/20/2019,1493.04,237.6,170,85.1,1172.35,53.2,12,86.7,462.6,394.5,432.8
7/21/2019,1496.01,239.9,170,83.4,1174,52.5,10,73.6,449.4,413.1,432.4
7/22/2019,1498.95,239.2,170,80.1,1175.4,46,10,68.3,433.6,427.4,425.1
7/23/2019,1501.85,240.4,170,79.3,1177,51.2,10,79.2,450.1,449.2,426
7/24/2019,1504.94,246.3,170,76.6,1178.5,48.6,10,79.7,451.2,501.7,434.7
7/25/2019,1508.48,257.3,170,74,1180.2,54.2,10,92.7,478.2,510.3,430.5
7/26/2019,1512.94,282.5,170,75.7,1182,60.4,10,118.8,537.4,487.6,426.7
7/27/2019,1517.75,292.8,170,88.8,1183.4,49.2,10,91.2,522,509.6,455.4
7/28/2019,1522.75,308.1,177.6,90,1184.75,47.8,10,96.3,542.2,483.1,468.4
7/29/2019,1525.75,309.4,229.5,98.4,1186.4,56.2,10,136.9,600.9,441.5,498.9
7/30/2019,1528,300,240,94.9,1187.8,49.2,10,95.6,539.7,378.8,543.9
7/31/2019,1530,278.7,225.3,82.6,1189.05,45,10,123.6,529.9,329.3,521.4
8/1/2019,1532,297.8,242,75.6,1190.65,56.2,10,134.1,563.7,305.6,483.8
8/2/2019,1534,323.9,268.6,77.7,1192.7,72,10,126.7,600.3,290.8,475.9
8/3/2019,1536,319.2,263.9,74.9,1194.1,52.3,10,90.8,537.2,287.6,477.8
8/4/2019,1538,310.9,255.6,72.8,1195.5,52.3,10,82.1,518.1,287,463.3
8/5/2019,1540,283,227.3,68.9,1196.75,47.8,10,87,486.7,297.4,467.6
8/6/2019,1541,267.8,238.5,60.9,1197.95,46.3,10,87.9,462.9,326.3,464.7
8/7/2019,1542,269.7,240.2,56.2,1199.2,47.8,10,95.1,468.8,387.5,473.5
8/8/2019,1543,268.2,238.8,57.4,1200.75,59,10,105.8,490.4,480.6,501.2
8/9/2019,1544,270.2,241,59.1,1201.7,41.4,10,93.5,464.2,464.8,491.1
8/10/2019,1545,299.8,270.5,59.6,1203,52.9,10,98.9,511.2,448.4,489.1
8/11/2019,1545.5,299.8,284.6,68.6,1204.4,56.2,10,98.8,523.4,435.7,475.2
8/12/2019,1546.43,305,277.4,83.6,1205.5,46.3,10,98.8,533.7,425.4,456
8/13/2019,1546.9,307.2,292.8,73.7,1206.5,43,10,95,518.9,459,453.5
8/14/2019,1547,301.9,298.2,63,1207.65,48,10,95,507.9,564.5,458.2
8/15/2019,1547.1,301.1,297.4,63.6,1209.45,69.4,10,116.5,550.6,462.6,453.8
8/16/2019,1547.19,304.8,302.2,61.3,1210.6,49.2,10,87,502.3,394.3,436.8
8/17/2019,1547.05,295.2,299.2,61,1211.45,39.9,10,92.4,488.5,359.6,399.7
8/18/2019,1548.45,263.3,222.6,66.6,1212.65,52.2,10,135.6,517.7,352,367.5
8/19/2019,1549.44,236.7,207.9,60.8,1213.65,45.1,10,98.6,441.2,376,349.8
8/20/2019,1550,198.3,181.9,47.1,1214.5,39.9,10,109.4,394.7,374.2,345.2
8/21/2019,1550,183,182.7,39.5,1215.2,34.6,10,77.3,334.4,356.5,339.2
8/22/2019,1550,163.2,162.7,34.4,1215.85,32.8,10,52.2,282.6,351.3,335.5
8/23/2019,1550,140.5,140,28.7,1216.35,32.6,15,58.4,260.2,365.3,334.8
8/24/2019,1550,134.3,133.6,26.4,1216.8,30.8,15,47.2,238.7,375.1,325.5
8/25/2019,1550,134.3,133.5,24.4,1217.2,29.1,15,50.4,238.2,379,328.2
8/26/2019,1550,137.6,136.8,24.3,1217.8,36.1,15,53.6,251.6,367.3,326.8
8/27/2019,1550,145.3,144.9,25.2,1218.25,28.8,13,59,258.3,341.6,310.8
8/28/2019,1550,147.6,147.2,23.1,1218.7,25.8,10,64.3,260.8,300.5,293.7
8/29/2019,1550,154.4,153.8,23.3,1219.15,25.8,10,60.9,264.4,268.3,287.1
8/30/2019,1550,157.9,157.4,21.5,1219.6,25.8,10,58.9,264.1,240.9,270.3
8/31/2019,1550,166.6,166.6,20.6,1220,24.1,10,69.5,280.8,248.6,266.9
9/1/2019,1550,166.4,166.4,20.5,1220.35,23,10,62.7,272.6,259.8,266.7
9/2/2019,1550,163.6,163.6,21.6,1220.7,23,10,66.4,274.6,252,261.3
9/3/2019,1550,154.9,154.9,22.7,1221,21.1,10,61.3,260,260.5,258.7
9/4/2019,1550,152.6,152.6,21.1,1221.25,19.3,10,57.3,250.3,252.7,274.1
9/5/2019,1550,143.4,143.4,19.8,1221.5,19.3,10,61.3,243.8,237,318.9
9/6/2019,1550,152.7,152.7,19.3,1221.8,21.1,10,63.3,256.4,228.2,302.9
9/7/2019,1550,158,158,18.9,1222.1,21.1,10,61.2,259.2,208.3,307.6
9/8/2019,1550,159.7,159.7,19.5,1222.35,19.3,10,57.9,256.4,221.5,238.7
9/9/2019,1550,154.7,154.7,19.8,1222.5,15.6,10,61.2,251.3,211.6,236.8
9/10/2019,1550,141.5,141.5,19.5,1222.65,15.6,10,59.7,236.3,196.8,229.6
9/11/2019,1550,126.7,126.7,19.1,1222.8,15.6,10,50.6,212,186.8,217
9/12/2019,1549.24,128.1,150,17.4,1222.65,17.4,22.9,52.8,215.7,187.4,215.1
9/13/2019,1548.44,126.9,150,17.1,1222.4,15.7,25,49,208.7,177.9,212.7
9/14/2019,1547.47,122,150,17.3,1222.1,13.9,25,47.2,200.4,178.1,205.4
9/15/2019,1546.6,119.9,145,17.3,1221.6,13.4,32,37.7,188.3,177.5,204.1
9/16/2019,1545.75,115.5,140,16.3,1221,14.7,37,46,192.5,155.3,194.4
9/17/2019,1544.76,111.4,140,15.5,1220.5,18.4,37,44,189.3,137.9,195.8
9/18/2019,1543.65,108,140,15.4,1219.95,11.7,32,40.2,175.3,124,177.8
9/19/2019,1542.63,100.6,130,14.6,1219.4,12.7,32,36.5,164.4,113.9,173
9/20/2019,1541.44,95.7,130,14.5,1218.8,15.9,37,36.5,162.6,105.2,157.2
9/21/2019,1540,83.5,125,14.2,1218.3,17.4,35,34.8,149.9,104.9,150.2
9/22/2019,1538.28,87.5,135,14.3,1217.65,12.2,35,29.5,143.5,99,140.6
9/23/2019,1536.48,85.3,135,14.7,1217,12.2,35,29.6,141.8,104.4,158.6
9/24/2019,1534.8,88.6,135,15,1216.3,12.2,35,27.9,143.7,174.8,155.6
9/25/2019,1533.52,89.6,125,14.9,1215.95,14.2,28.3,24.6,143.3,134.6,140.8
9/26/2019,1532.42,94.6,125,15.6,1215.6,17.7,30,24.9,152.8,119.9,132.5
9/27/2019,1531.47,98.8,125,15.8,1214.8,11.9,40,30.5,157,112.6,126.7
9/28/2019,1530.56,99.9,125,16,1214.35,24.2,40,37.2,177.3,101.7,121.4
9/29/2019,1530.24,101.2,110,17.9,1213.75,18.9,40,33.8,171.8,97.9,122.3
9/30/2019,1529.98,103.3,110,16.5,1213,13.7,40,37.7,171.2,99.5,118
10/1/2019,1530.04,101.9,100,16.4,1212.15,15.1,45,32.8,166.2,90.6,113.1
10/2/2019,1530.22,100.4,95,19,1211.4,18.7,45,27.9,166,88,112
10/3/2019,1529.92,87.2,95,16.9,1210.55,15.1,45,27.4,146.6,82.2,108.6
10/4/2019,1529.81,74.4,77,14.4,1209.7,15.8,45,23.3,127.9,80.7,107
10/5/2019,1529.24,70.2,85,15.8,1208.75,13.6,45,23.2,122.8,76.6,105.5
10/6/2019,1528.32,61,85,16.2,1207.85,10.3,40,21.8,109.3,73.7,105.1
10/7/2019,1527.44,57.1,80,17.1,1207.05,8.6,35,19.2,102,74,102.3
10/8/2019,1526.56,52.1,75,17,1206.4,13.5,35,14.8,97.4,80.4,102.4
10/9/2019,1525.93,48.7,65,16.5,1205.75,13.5,35,15,93.7,70.6,98.4
10/10/2019,1525.75,45.6,50,15.8,1205.05,11.9,35,15,88.3,72.2,95.2
10/11/2019,1525.65,42.8,45,15.4,1204.3,10.2,35,16,84.4,71.9,90.8
10/12/2019,1525.7,41.7,40,15,1203.6,11.9,35,14.4,83,73.3,88.8
10/13/2019,1525.7,40.4,40,15,1202.9,11.9,35,13.8,81.1,69.4,85.3
10/14/2019,1525.7,40.4,40,15.3,1202.2,11.9,35,13.2,80.8,66.4,81.7
10/15/2019,1525.6,37.8,40,13.3,1201.5,11.9,35,14.4,77.4,62.9,79.9
10/16/2019,1525.51,38,43,10.8,1201,8.5,25,14.6,71.9,59,79.2
10/17/2019,1525.39,37.2,40,9.8,1200.85,10,15,14.3,71.3,64,77
10/18/2019,1525.37,39.9,40,9.5,1200.8,8.3,10,14.2,71.9,66.4,74.8
10/19/2019,1525.25,37.2,40,10.3,1201.1,15.9,6,12.6,76,62.2,73.4
10/20/2019,1525.16,38,40,13.9,1201.35,12.1,3.8,14.6,78.6,60.8,72.7
10/21/2019,1524.95,34.8,40,11.4,1201.55,10.4,3.8,15,71.6,54.2,72.6
10/22/2019,1524.95,33.4,33,12,1201.7,8.8,3.8,15,69.2,55.7,70.1
10/23/2019,1525.23,32.8,25,10.6,1201.95,11.1,2.8,11.7,66.2,51.9,69.6
10/24/2019,1525.3,32.6,30,10.3,1202.15,9.5,2.9,13.4,65.8,53.9,68.5
10/25/2019,1525.5,30.6,25,9,1202.2,9.7,8,13.3,62.6,51.8,67.1
10/26/2019,1525.68,30.5,25,9.1,1202.2,8,8,13.3,60.9,50.4,68.7
10/27/2019,1525.86,30.5,25,8.2,1202.2,8,8,10.2,56.9,50.5,71.3
10/28/2019,1525.83,29.8,30,9.1,1202.25,9.7,8,9.5,58.1,49.4,67.2
10/29/2019,1525.76,28.7,30,7.3,1202.25,8,8,9.7,53.7,47.6,63.9
10/30/2019,1525.7,29,30,7,1201.8,7.1,22,9.7,52.8,47.3,63.2
10/31/2019,1524.97,31.3,50,7,1201.1,11.9,35,11.3,61.5,48.4,62.9
11/1/2019,1524.16,29.2,50,6.9,1200.35,10.2,35,9.7,56,44.6,60.6
11/2/2019,1523.33,28.5,50,6.5,1199.4,10.3,40,10.8,56.1,58.6,61.3
11/3/2019,1522.55,29.9,50,8,1198.4,9.9,40,10,57.8,77.4,63.2
11/4/2019,1521.73,28.8,50,8.5,1197.45,11.3,40,9.7,58.3,72.2,62.6
11/5/2019,1520.68,27.7,55,9,1196.6,14.3,40,10.8,61.8,77.9,67.5
11/6/2019,1519.25,28.4,65,9.3,1195.6,11.3,40,9.8,58.8,59.3,65.7
11/7/2019,1517.9,31.2,65,7.5,1195.05,21.9,40,10.4,71,55.9,63.7
11/8/2019,1516.55,31.2,65,8.9,1194.8,32.4,40,77,149.5,56.7,62.2
11/9/2019,1515.26,27.7,60,10.1,1194.75,23.5,25,24.5,85.8,55.5,62.3
11/10/2019,1513.97,27.7,60,8.5,1194.6,20.5,25,18.7,75.4,57.4,62.7
11/11/2019,1512.45,26.9,65,9.4,1193.8,15.8,40,15.8,67.9,51.5,60
11/12/2019,1510.9,26.1,65,8.4,1193,15.8,40,12.9,63.2,56.7,59.3
11/13/2019,1509.35,26.7,65,8.4,1192.15,14.3,40,12.9,62.3,50.3,57.1
11/14/2019,1507.83,28.3,65,8.3,1191.35,15.8,40,11.8,64.2,51.5,58.3
11/15/2019,1506.36,28.7,64.2,8.9,1190.55,15.8,40,11.7,65.1,50.2,58.7
11/16/2019,1504.85,28.5,65,8.8,1189.75,16.4,40,11.7,65.4,51.3,58
11/17/2019,1503.86,36.2,60,9.7,1189.45,28.6,37,12.6,87.1,51,58.2
11/18/2019,1502.63,30.4,60,17.3,1189,24.4,37,12.6,84.7,49.2,56.4
11/19/2019,1501.51,28.1,55,14.3,1188.5,21,35,12.6,76,46.6,54.1
11/20/2019,1500.31,26.1,55,12.6,1187.95,19.6,35,12.6,70.9,44.4,52.9
11/21/2019,1499.07,26.2,55,11.4,1187.45,19,33,12.6,69.2,45.4,54
11/22/2019,1497.83,26.6,55,11.4,1187,20.4,33,12.6,71,46.3,52.2
11/23/2019,1496.63,27.5,55,11.1,1186.6,18.8,30,11.6,69,54.8,53.1
11/24/2019,1495.53,29.8,55,11.3,1186.3,18.6,27,10.2,69.9,53.9,52.7
11/25/2019,1494.33,27.5,55,11.5,1186.3,27,27,10.2,76.2,51.3,52.9
11/26/2019,1493.46,25.2,45,11.4,1186.1,21.4,27,11.5,69.5,52.3,51.7
11/27/2019,1492.59,25.2,45,11.7,1185.85,20,27,13,69.9,50.5,50.8
11/28/2019,1491.68,24.3,45,11.4,1185.55,18.6,27,15.4,69.7,51.8,50.5
11/29/2019,1490.78,24.5,45,10.6,1185.45,24.2,27,24.1,83.4,50.1,50.3
11/30/2019,1489.43,24.5,55,10.4,1185.35,24.2,27,21.2,80.3,48.6,50.3
12/1/2019,1488.09,25.4,55,11,1185.2,22.8,27,18.3,77.5,48.5,49.7
12/2/2019,1486.68,23.9,55,10.3,1184.9,18.6,27,18.3,71.1,47,48.5
12/3/2019,1485.23,23,55,9.3,1184.55,17.2,27,15.4,64.9,45.2,48.5
12/4/2019,1483.77,22.7,55,9.2,1184,16.6,32,11.6,60.1,43.8,48.4
12/5/2019,1482.21,20.5,55,9.1,1183.4,18.2,35,11.6,59.4,41.4,47.8
12/6/2019,1480.92,21.6,50,8.8,1182.7,15.4,35,12.6,58.4,41.3,47.6
12/7/2019,1480.03,20.5,40,8.4,1182,15.4,35,12.6,56.9,40.2,47.7
12/8/2019,1479.13,21.1,40,9.7,1181.3,15.4,35,12.6,58.8,41.8,46.8
12/9/2019,1478.24,21.3,40,9.1,1180.6,15.4,35,12.6,58.4,41.1,45.7
12/10/2019,1477.56,19.1,33.3,8.8,1179.8,13.1,35,9.8,50.8,42.8,45.3
12/11/2019,1477.2,20.7,28,8,1179.15,14.3,31,10.3,53.3,41.7,45.5
12/12/2019,1476.82,20.3,28,8.2,1178.5,14.3,31,10.4,53.2,42.1,47.7
12/13/2019,1476.37,19,28,8.1,1178,16.1,29,10.4,53.6,40.3,46.9
12/14/2019,1476.09,19.7,25,8.4,1177.6,15.7,26,60,103.8,46.3,47.1
12/15/2019,1475.87,21,25,8.4,1177.2,15.7,26,36.1,81.2,43,46.6
12/16/2019,1475.62,20.3,25,8.1,1177,14.9,20,17.5,60.8,41.1,45.6
12/17/2019,1475.39,20.7,25,8.3,1176.75,13.6,20,16,58.6,40.7,45.1
12/18/2019,1475.08,19,25,7.8,1176.5,13.6,20,14.8,55.2,37.9,43.1
12/19/2019,1475,19,20,7.7,1176.3,14.9,20,11.6,53.2,38.1,42.5
12/20/2019,1475.02,19,18,6.9,1176.1,14.9,20,11.6,52.4,36.8,41.8
12/21/2019,1475,18.2,18,7.8,1175.9,12.9,18,12.2,51.1,35.2,41.1
12/22/2019,1475.02,19,18,7.5,1175.7,12.9,18,14.8,54.2,32.3,40.5
12/23/2019,1474.98,17.7,18,7.2,1175.55,14.1,18,12.2,51.2,35.7,40.3
12/24/2019,1475.2,17.2,12,7.5,1175.35,12.9,18,14.8,52.4,36.1,40.5
12/25/2019,1475.4,16.8,12,7.2,1175.15,12.9,18,11.6,48.5,31.9,40.5
12/26/2019,1475.66,18,12,7.8,1175.3,11.9,8,11.5,49.2,33.4,38.4
12/27/2019,1475.93,18.2,12,7.1,1175.4,10.6,8,12.9,48.8,36.5,39.4
12/28/2019,1476.16,17.7,12,7.2,1175.55,11.9,8,12.9,49.7,36,38.8
12/29/2019,1476.33,16.4,12,7.7,1175.65,10.6,8,10.9,45.6,32.9,39.3
12/30/2019,1476.53,17,12,8.1,1175.75,10.6,8,9.6,45.3,32.6,40.3
12/31/2019,1476.78,16.1,10,6.9,1175.85,10.6,8,9.6,43.2,33.1,40.5
1/1/2020,1477.17,17.1,8,6.2,1176.05,11.1,6,9.3,43.7,31.8,38.9
1/2/2020,1477.55,16.9,8,6.6,1176.25,11.1,6,9.3,43.9,31.8,39.2
1/3/2020,1477.9,16.3,8,6.1,1176.4,9.9,6,9.1,41.4,30.8,39.5
1/4/2020,1478.26,16.5,8,6.4,1176.6,11.1,6,9.1,43.1,31,38.8
1/5/2020,1478.64,16.9,8,6.4,1176.75,9.9,6,9.1,42.3,30.5,38.9
1/6/2020,1478.99,16.3,8,5.7,1176.85,8.6,6,7.8,38.4,31,39.4
1/7/2020,1479.4,17.5,8,7.2,1177.15,9.8,2,7.8,42.3,31.4,40.1
1/8/2020,1479.79,17.1,8,8.1,1177.55,11.7,1.4,9.1,46,32,39.9
1/9/2020,1480.17,17,8,9.1,1177.9,10.4,1.4,18.9,55.4,30.8,39.1
1/10/2020,1480.53,16.8,8,8,1178.2,9.1,1.4,17.1,51,30.8,38.7
1/11/2020,1480.9,16.3,8,7.9,1178.5,9.1,1.4,17.1,50.4,30.6,38.5
1/12/2020,1481.26,16.1,8,8.2,1178.5,10,10,17.1,51.4,31.5,38.6
1/13/2020,1481.66,17,8,8.7,1178.8,9.3,1.6,12.9,47.9,33.3,39
1/14/2020,1482,23.6,16,10.4,1180.35,40.8,0.1,44.6,119.4,33.3,39.2
1/15/2020,1482,19.5,19.5,13.4,1181.2,23.9,0.1,35.9,92.7,32.6,38.8
1/16/2020,1482,17.7,17.7,14.6,1181.7,14.1,0.1,22,68.4,34.3,39.9
1/17/2020,1482,15.7,15.7,12.5,1182.2,14.1,0.1,22,64.3,33.8,41.5
1/18/2020,1482,15.6,15.6,11.6,1182.8,16.9,0.1,16.1,60.2,34.6,41.6
1/19/2020,1482,16.6,16.6,11,1183.4,16.9,0.1,13.6,58.1,35.1,42.2
1/20/2020,1482,16.8,16.8,10.6,1184,16.9,0.1,13.6,57.9,34.6,40.2
1/21/2020,1482,17.8,17.8,11.2,1184.35,14.8,5,13.6,57.4,35,39.4
1/22/2020,1482,20.3,20.3,11,1184.75,16.2,5,12.3,59.8,46.7,40.6
1/23/2020,1482,16.1,16.1,10.6,1185.1,14.8,5,12.3,53.8,82,46.3
1/24/2020,1482,17.8,17.8,10.4,1185.45,14.8,5,12.3,55.3,58,43.7
1/25/2020,1482,16.6,16.6,10.7,1185.8,13,3.2,13.6,53.9,48.6,42.6
1/26/2020,1482,16.8,16.8,11.3,1186.25,14.6,2,13.6,56.3,47.9,43.1
1/27/2020,1482,17.2,17.2,10.6,1186.65,13.2,2,12.3,53.3,46.7,48.3
1/28/2020,1482,15.8,15.8,10.6,1186.85,15.6,10,12.7,54.7,43.8,42.3
1/29/2020,1482,17.1,17.1,10.6,1187.2,19.8,10,17.4,64.9,42.8,40.4
1/30/2020,1481.65,17.1,25,10.5,1187.25,16.4,15,24.5,68.5,41.2,41.2
1/31/2020,1480.84,16.8,35,10.3,1187.2,13.6,15,15,55.7,42,43.1
2/1/2020,1479.97,15.5,35,10.5,1187.15,13.6,15,12.7,52.3,44.1,42.3
2/2/2020,1479.09,16,35,11,1187,10.8,15,12.7,50.5,48.6,42.6
2/3/2020,1478.25,16.9,35,10.3,1187,15,15,12.7,54.9,49.8,42.3
2/4/2020,1477.39,16.4,35,9.7,1186.95,13.6,15,12.7,52.4,45.9,44.7
2/5/2020,1476.45,14.7,35,9.7,1186.9,13.6,15,10.3,48.3,49.4,53
2/6/2020,1475.57,16,35,9.9,1186.7,14.4,20,12.7,53,44.2,71.9
2/7/2020,1474.97,15.1,28,9.4,1186.55,10.8,15,10.3,45.6,48.9,55.9
2/8/2020,1474.39,15.5,28,9.4,1186.5,13.6,15,12.7,51.2,114,69.6
2/9/2020,1473.77,14.6,28,10.2,1186.35,10.8,15,12.7,48.3,74.2,77.9
2/10/2020,1472.39,15.2,45,10.3,1186.25,12.2,15,10.3,48,61.5,71.3
2/11/2020,1470.85,14.8,48,10,1185.8,12.4,25,12.7,49.9,55,54.8
2/12/2020,1469.29,14.7,48,8.6,1185.1,10.4,30,12.7,46.4,53.9,53.8
2/13/2020,1467.75,15.6,48,8.2,1184,14.2,45,12.8,50.8,53.6,54.8
2/14/2020,1466.3,17.5,48,8.5,1182.85,12.8,45,12.8,51.6,52.7,59.8
2/15/2020,1464.61,19.5,55,9.2,1181.9,18.4,45,13.3,60.4,60.7,65.6
2/16/2020,1462.44,14.4,60,10.9,1180.9,17,45,13.3,55.6,77.7,60.3
2/17/2020,1460.23,13.5,60,10.6,1179.95,18.5,45,11.7,54.3,73.3,59.4
2/18/2020,1458.02,14.9,60,9.4,1178.8,15.4,45,17.6,57.3,63.9,56.1
2/19/2020,1456.22,13.4,50,9.4,1178,19.4,40,17.8,60,64.5,55.1
2/20/2020,1454.79,15.9,45,8.7,1177,14.3,40,15.3,54.2,62.1,60.8
2/21/2020,1453.29,14.5,45,9.6,1176.1,16.8,40,15.3,56.2,61.8,64.3
2/22/2020,1451.89,14.6,43,10.2,1175.2,16.8,40,10.1,51.7,171.5,70.4
2/23/2020,1450.43,13.3,43,10.9,1174.25,15.6,40,10.5,50.3,102.6,66.3
